Street,City,County,State,Zipcode,Price,WalkScore,Bike_Score,Beds,Bath,Sqft,Property_Type,Year_Built,Status
326 sue ct,Stockton,San-Joaquin-County,Ca,95210,399997.0,23.0,73.0,3.0,2.0,1153.0,Single family residential,1975.0,Active
19690 n highway 99 #21,Acampo,San-Joaquin-County,Ca,95220,120000.0,6.0,47.0,2.0,2.0,1440.0,Mobile/manufactured home,1975.0,Active
136 jessie ave,Manteca,San-Joaquin-County,Ca,95337,499800.0,87.0,63.0,4.0,2.0,1293.0,Single family residential,1918.0,New
1218 briarwood way,Stockton,San-Joaquin-County,Ca,95209,419950.0,57.0,50.0,3.0,2.0,1442.0,Single family residential,1975.0,Active
10216 river park cir,Stockton,San-Joaquin-County,Ca,95209,520000.0,9.0,55.0,4.0,2.5,2003.0,Single family residential,1999.0,Active
2135 bravery ave,Manteca,San-Joaquin-County,Ca,95337,785000.0,1.0,28.0,4.0,3.0,2779.0,Single family residential,2019.0,Active
537 n argonaut st,Manteca,San-Joaquin-County,Ca,95336,500000.0,65.0,65.0,3.0,2.0,1143.0,Single family residential,1979.0,Active
20320 disch rd,Lockeford,San-Joaquin-County,Ca,95237,975000.0,0.0,27.0,3.0,3.0,3284.0,Single family residential,1972.0,Active
1060 eastlake cir,Tracy,San-Joaquin-County,Ca,95304,1079000.0,2.0,26.0,5.0,3.0,3942.0,Single family residential,2001.0,Active
811 wilamette ct,Tracy,San-Joaquin-County,Ca,95377,739500.0,38.0,37.0,3.0,2.5,1941.0,Single family residential,1986.0,Active
488 chablis way,Manteca,San-Joaquin-County,Ca,95337,555000.0,59.0,49.0,3.0,2.0,1472.0,Single family residential,1991.0,Active
795 queensland cir,Stockton,San-Joaquin-County,Ca,95206,499999.0,41.0,40.0,4.0,2.5,2192.0,Single family residential,2005.0,Active
2929 n macarthur dr #112,Tracy,San-Joaquin-County,Ca,95376,179000.0,35.0,48.0,3.0,2.0,1440.0,Mobile/manufactured home,1972.0,Active
6631 cumberland pl,Stockton,San-Joaquin-County,Ca,95219,399000.0,46.0,53.0,2.0,2.0,1487.0,Single family residential,1968.0,Active
3991 e barron rd,Acampo,San-Joaquin-County,Ca,95220,819000.0,0.0,37.0,5.0,3.0,2528.0,Single family residential,2004.0,Active
791 morada ct,Manteca,San-Joaquin-County,Ca,95336,510000.0,37.0,56.0,3.0,2.0,1338.0,Single family residential,1977.0,Active
3456 s ash st,Stockton,San-Joaquin-County,Ca,95206,350000.0,9.0,35.0,2.0,1.0,802.0,Single family residential,1949.0,Active
208 - 210 e alpine ave,Stockton,San-Joaquin-County,Ca,95204,425000.0,73.0,54.0,4.0,2.5,2050.0,Multi-family (2-4 unit),1966.0,Active
951 evergreen ave,Lathrop,San-Joaquin-County,Ca,95330,799500.0,10.0,28.0,5.0,3.0,2800.0,Single family residential,2015.0,Active
4506 ews woods blvd,Stockton,San-Joaquin-County,Ca,95206,470000.0,8.0,29.0,4.0,2.0,1649.0,Single family residential,2001.0,Active
1827 e anderson st,Stockton,San-Joaquin-County,Ca,95205,425000.0,31.0,38.0,4.0,2.0,1310.0,Single family residential,2003.0,Active
1733 bella terra dr,Manteca,San-Joaquin-County,Ca,95337,728999.0,2.0,26.0,5.0,3.0,2754.0,Single family residential,2003.0,Active
16 evergreen dr,Lodi,San-Joaquin-County,Ca,95242,679950.0,22.0,42.0,4.0,2.0,2019.0,Single family residential,2003.0,Active
147 w oak st,Stockton,San-Joaquin-County,Ca,95202,500000.0,86.0,66.0,4.0,3.5,2340.0,Single family residential,1925.0,Active
5202 e hogan ln,Lodi,San-Joaquin-County,Ca,95240,799900.0,3.0,30.0,4.0,3.0,2642.0,Single family residential,1960.0,Active
6854 allegheny ct,Stockton,San-Joaquin-County,Ca,95219,350000.0,41.0,37.0,3.0,1.0,992.0,Single family residential,1973.0,Active
1729 maude st,Stockton,San-Joaquin-County,Ca,95206,450000.0,6.0,27.0,3.0,2.0,1476.0,Single family residential,1996.0,Pending
424 - 1/2 e oak st,Lodi,San-Joaquin-County,Ca,95240,375000.0,89.0,70.0,4.0,2.5,1484.0,Single family residential,2006.0,Active
1216 greeley way,Stockton,San-Joaquin-County,Ca,95207,789900.0,73.0,55.0,3.0,2.0,2328.0,Single family residential,1955.0,Active
1012 clearwater creek blvd,Manteca,San-Joaquin-County,Ca,95336,739900.0,15.0,32.0,4.0,3.0,2191.0,Single family residential,2016.0,Active
675 casper ln,Manteca,San-Joaquin-County,Ca,95337,615950.0,15.0,35.0,3.0,2.0,1766.0,Single family residential,1988.0,Active
30000 kasson rd unit 2h12,Tracy,San-Joaquin-County,Ca,95304,200000.0,0.0,31.0,1.0,1.0,840.0,Single family residential,1971.0,Active
2491 redbud way,Manteca,San-Joaquin-County,Ca,95336,580000.0,2.0,26.0,3.0,2.0,1633.0,Single family residential,2012.0,Pending
8361 w stockton st,Thornton,San-Joaquin-County,Ca,95686,349900.0,28.0,40.0,2.0,1.0,720.0,Single family residential,1980.0,Active
1830 e yosemite ave #277,Manteca,San-Joaquin-County,Ca,95336,103000.0,63.0,44.0,2.0,2.0,1140.0,Mobile/manufactured home,1979.0,Active
5782 grant line rd,Tracy,San-Joaquin-County,Ca,95304,949000.0,10.0,28.0,2.0,1.0,1172.0,Multi-family (2-4 unit),1915.0,Active
2943 fernwood dr,Lodi,San-Joaquin-County,Ca,95242,698000.0,13.0,36.0,3.0,2.0,2066.0,Single family residential,1986.0,Active
5471 governor cir,Stockton,San-Joaquin-County,Ca,95210,403000.0,54.0,69.0,3.0,2.0,1134.0,Single family residential,1993.0,Active
1604 parker ave,Tracy,San-Joaquin-County,Ca,95376,499000.0,78.0,54.0,2.0,1.0,764.0,Single family residential,1960.0,Active
3028 w monterey ave,Stockton,San-Joaquin-County,Ca,95204,378000.0,30.0,45.0,3.0,1.0,1359.0,Single family residential,1951.0,Back on market
807 dorchester cir,Lodi,San-Joaquin-County,Ca,95240,869950.0,38.0,41.0,3.0,4.0,4212.0,Single family residential,2007.0,Active
1001 w pine st,Lodi,San-Joaquin-County,Ca,95240,799900.0,76.0,65.0,3.0,2.5,2403.0,Single family residential,1951.0,Active
2289 little aston way,Stockton,San-Joaquin-County,Ca,95206,410000.0,21.0,37.0,3.0,2.0,1229.0,Single family residential,1991.0,Active
1811 duncan dr,Tracy,San-Joaquin-County,Ca,95376,649000.0,49.0,53.0,3.0,2.0,1245.0,Single family residential,1978.0,Active
2208 s stunham ln,Mountain house,San-Joaquin-County,Ca,95391,865795.0,0.0,25.0,3.0,2.5,1893.0,Single family residential,2022.0,Active
2212 s stunham ln,Mountain house,San-Joaquin-County,Ca,95391,764995.0,0.0,25.0,3.0,2.5,1467.0,Single family residential,2022.0,Active
2216 s stunham ln,Mountain house,San-Joaquin-County,Ca,95391,880000.0,0.0,25.0,3.0,2.5,1676.0,Single family residential,2022.0,Pending
2204 s stunham ln,Mountain house,San-Joaquin-County,Ca,95391,901000.0,0.0,25.0,3.0,2.5,1676.0,Single family residential,2022.0,Pending
270 e downs st,Stockton,San-Joaquin-County,Ca,95204,399900.0,47.0,60.0,3.0,1.0,1014.0,Single family residential,1951.0,Active
3008 n american st,Stockton,San-Joaquin-County,Ca,95204,349000.0,66.0,62.0,2.0,1.0,865.0,Single family residential,1942.0,Active
1890 ashland dr,Tracy,San-Joaquin-County,Ca,95376,674999.0,40.0,39.0,3.0,2.0,1494.0,Single family residential,1986.0,Active
2410 raphael way,Lodi,San-Joaquin-County,Ca,95242,725000.0,37.0,45.0,5.0,3.0,2202.0,Single family residential,2020.0,Pending - bring backup
825 n sierra nevada st,Stockton,San-Joaquin-County,Ca,95205,250000.0,82.0,71.0,2.0,2.0,976.0,Single family residential,1925.0,Active
1043 bear creek way,Stockton,San-Joaquin-County,Ca,95209,525000.0,38.0,57.0,4.0,2.0,1904.0,Single family residential,1976.0,Active
16881 forty niner trl,Lathrop,San-Joaquin-County,Ca,95330,740000.0,19.0,33.0,4.0,3.0,2636.0,Single family home,2013.0,Active
597 fribourg ln,Manteca,San-Joaquin-County,Ca,95337,849000.0,14.0,33.0,5.0,2.5,2780.0,Single family residential,2001.0,Active
1102 w downs,Stockton,San-Joaquin-County,Ca,95207,400000.0,58.0,78.0,3.0,2.0,1264.0,Single family residential,1955.0,Active
941 silver ct,Lathrop,San-Joaquin-County,Ca,95330,699000.0,6.0,33.0,4.0,2.5,2315.0,Single family residential,2001.0,Active
1139 windsor pl,Manteca,San-Joaquin-County,Ca,95336,525000.0,42.0,37.0,3.0,2.0,1494.0,Single family residential,1979.0,Pending
1737 cranbrook ct,Lathrop,San-Joaquin-County,Ca,95330,999999.0,4.0,26.0,5.0,4.5,3488.0,Single family residential,2018.0,Active
2055 s el dorado st,Stockton,San-Joaquin-County,Ca,95206,380000.0,74.0,50.0,3.0,2.0,1297.0,Single family residential,1923.0,Active
3323 doherty ct,Stockton,San-Joaquin-County,Ca,95206,510000.0,6.0,27.0,4.0,3.0,1948.0,Single family residential,1997.0,Active
17139 kestrel ct,Lathrop,San-Joaquin-County,Ca,95330,850000.0,0.0,25.0,3.0,2.5,2286.0,Single family residential,2019.0,Active
10009 blue anchor ln,Stockton,San-Joaquin-County,Ca,95219,670000.0,8.0,35.0,4.0,2.0,2764.0,Single family residential,2006.0,Active
437 s airport way,Manteca,San-Joaquin-County,Ca,95337,900000.0,28.0,37.0,3.0,2.0,1757.0,Mobile/manufactured home,1984.0,Active
1045 meadow lark ln,Tracy,San-Joaquin-County,Ca,95376,688000.0,80.0,71.0,3.0,2.0,1851.0,Single family home,1989.0,Pending (do not show)
2053 licstal ct,Manteca,San-Joaquin-County,Ca,95337,749000.0,10.0,32.0,5.0,2.5,3002.0,Single family residential,2000.0,Active
23737 n jack tone rd,Acampo,San-Joaquin-County,Ca,95220,990000.0,0.0,27.0,3.0,4.0,2701.0,Single family residential,1998.0,Active
3857 annandale ct,Stockton,San-Joaquin-County,Ca,95219,598000.0,9.0,61.0,2.0,2.0,1705.0,Single family residential,1997.0,Active
4900 north hwy 99 #222,Stockton,San-Joaquin-County,Ca,95209,42500.0,15.0,27.0,1.0,1.0,760.0,Mobile/manufactured home,1972.0,Active
19690 - #14 n highway 99,Acampo,San-Joaquin-County,Ca,95220,99000.0,17.0,53.0,2.0,2.0,1100.0,Mobile/manufactured home,1968.0,Active
19449 rosewood way,Woodbridge,San-Joaquin-County,Ca,95258,819000.0,5.0,43.0,4.0,2.5,2788.0,Single family residential,1998.0,Active
8443 n meath dr,Stockton,San-Joaquin-County,Ca,95212,759000.0,3.0,26.0,3.0,2.0,1693.0,Single family residential,1963.0,Active
7700 w linne rd,Tracy,San-Joaquin-County,Ca,95304,799000.0,25.0,39.0,3.0,2.0,1900.0,Single family residential,1960.0,Active
222 e el campo ave,Stockton,San-Joaquin-County,Ca,95207,390000.0,46.0,51.0,3.0,2.0,1377.0,Single family residential,1957.0,Active
7726 parkwoods dr,Stockton,San-Joaquin-County,Ca,95207,628000.0,59.0,46.0,3.0,3.0,3013.0,Single family residential,1964.0,Active
13751 willow glen rd,Stockton,San-Joaquin-County,Ca,95206,2000000.0,0.0,25.0,3.0,2.5,2630.0,Single family residential,2006.0,Active
2050 tammi ct,Tracy,San-Joaquin-County,Ca,95377,749500.0,54.0,61.0,3.0,2.5,2008.0,Single family residential,1990.0,Active
17570 altair way,Lathrop,San-Joaquin-County,Ca,95330-8381,540000.0,0.0,25.0,3.0,2.0,1500.0,Condo,2021.0,Active
127 e noble st,Stockton,San-Joaquin-County,Ca,95204,362500.0,79.0,54.0,2.0,1.0,1187.0,Single family residential,1929.0,Active
2816 n hunter st,Stockton,San-Joaquin-County,Ca,95204,249500.0,78.0,56.0,1.0,1.0,792.0,Single family residential,1924.0,Pending
1094 camborne dr,Manteca,San-Joaquin-County,Ca,95336,808225.0,42.0,40.0,2.0,2.5,2026.0,Single family home,2019.0,Active
2204 kensington way,Stockton,San-Joaquin-County,Ca,95204,579000.0,76.0,60.0,3.0,2.0,2216.0,Single family residential,1928.0,Active
1090 camborne dr,Manteca,San-Joaquin-County,Ca,95336,677252.0,42.0,40.0,2.0,2.0,1513.0,Single family home,2019.0,Active
757 s shasta ave,Stockton,San-Joaquin-County,Ca,95205,385000.0,57.0,53.0,3.0,1.0,1062.0,Single family residential,1977.0,Active
4410 spyglass dr,Stockton,San-Joaquin-County,Ca,95219,795000.0,0.0,35.0,3.0,2.5,2436.0,Single family residential,2002.0,Active
144 e sonoma ave,Stockton,San-Joaquin-County,Ca,95204,350000.0,73.0,54.0,2.0,2.0,921.0,Single family residential,1925.0,Active
2823 - 2825 saffron way,Stockton,San-Joaquin-County,Ca,95210,480000.0,15.0,34.0,4.0,4.0,1880.0,Multi-family (2-4 unit),1981.0,Active
1919 colt dr,Stockton,San-Joaquin-County,Ca,95209,520000.0,57.0,57.0,6.0,4.0,1145.0,Multi-family (2-4 unit),1978.0,Active
3721 massimo cir,Stockton,San-Joaquin-County,Ca,95212,700000.0,7.0,35.0,4.0,4.0,3630.0,Single family residential,2006.0,Active
10434 longhorn way,Stockton,San-Joaquin-County,Ca,95209,649000.0,14.0,56.0,4.0,3.0,3041.0,Single family residential,2005.0,Pending - show for backups
16834 train station ct,Lathrop,San-Joaquin-County,Ca,95330,899950.0,15.0,32.0,5.0,3.5,3772.0,Single family residential,2008.0,Active
1602 hiawatha ave,Stockton,San-Joaquin-County,Ca,95205,289000.0,75.0,56.0,2.0,1.0,970.0,Single family residential,1930.0,Active
1369 laurel dr,Manteca,San-Joaquin-County,Ca,95336,875000.0,3.0,36.0,2.0,2.5,3200.0,Single family home,2021.0,Active
24411 n jack tone rd,Acampo,San-Joaquin-County,Ca,95220,998000.0,0.0,27.0,3.0,2.5,2473.0,Single family residential,1979.0,Active
2919 toyon #1,Stockton,San-Joaquin-County,Ca,95203,199000.0,56.0,44.0,2.0,1.0,924.0,Condo,1970.0,Active
9027 hilary ln,Stockton,San-Joaquin-County,Ca,95212,825000.0,4.0,27.0,3.0,2.5,2136.0,Single family residential,1956.0,Active
3591 quail lakes dr #294,Stockton,San-Joaquin-County,Ca,95207,199500.0,41.0,63.0,2.0,2.0,903.0,Condo,1980.0,Active
417 w north st,Manteca,San-Joaquin-County,Ca,95336,449000.0,83.0,72.0,2.0,1.0,1114.0,Single family home,1945.0,Active
656 bacarra st,Lathrop,San-Joaquin-County,Ca,95330,779576.0,9.0,29.0,3.0,2.0,2290.0,Single family residential,2021.0,Pending
228 e rose st,Stockton,San-Joaquin-County,Ca,95202,275000.0,84.0,71.0,2.0,1.0,828.0,Single family residential,1925.0,Active
61 brett ave,Mountain house,San-Joaquin-County,Ca,95391,1151818.0,12.0,30.0,5.0,3.0,3497.0,Single family home,2004.0,Active
1559 e topiary dr,Manteca,San-Joaquin-County,Ca,95337,825000.0,2.0,26.0,6.0,4.0,3230.0,Single family residential,2007.0,Active
6128 chickasaw ct,Manteca,San-Joaquin-County,Ca,95336,569900.0,5.0,35.0,3.0,2.0,1453.0,Single family residential,1983.0,Active
2228 lydia bradley st,Stockton,San-Joaquin-County,Ca,95206,539900.0,3.0,27.0,4.0,3.0,2125.0,Single family residential,1999.0,Active
1425 gable ct,Tracy,San-Joaquin-County,Ca,95376,885000.0,30.0,37.0,5.0,3.0,2917.0,Single family residential,1996.0,Pending
1506 s hunter st,Stockton,San-Joaquin-County,Ca,95206,335000.0,80.0,54.0,4.0,1.5,1700.0,Single family residential,1922.0,Active
5100 n hwy 99 spc 199,Stockton,San-Joaquin-County,Ca,95212,85000.0,7.0,27.0,2.0,1.0,768.0,Mobile/manufactured home,1971.0,Active
1695 lahola ct,Tracy,San-Joaquin-County,Ca,95304,1093500.0,0.0,25.0,5.0,3.0,3400.0,Single family residential,2005.0,Active
24344 n cherokee ln,Acampo,San-Joaquin-County,Ca,95220,1150000.0,15.0,42.0,2.0,1.0,1040.0,Single family residential,1939.0,Active
12352 e state route 12,Lockeford,San-Joaquin-County,Ca,95237,765000.0,3.0,25.0,3.0,2.5,1568.0,Single family residential,1991.0,Active
19901 mello rd,Ripon,San-Joaquin-County,Ca,95366,2099900.0,0.0,25.0,4.0,3.0,2698.0,Single family residential,1988.0,Active
1227 havenhill way,Stockton,San-Joaquin-County,Ca,95209,480000.0,28.0,62.0,3.0,2.0,1551.0,Single family residential,1977.0,Active
8827 fox creek dr #4,Stockton,San-Joaquin-County,Ca,95210,247000.0,10.0,32.0,2.0,2.0,941.0,Single family residential,1984.0,Active
17317 steinegul rd,Escalon,San-Joaquin-County,Ca,95320,1400000.0,0.0,25.0,3.0,2.0,1902.0,Single family residential,1960.0,Active
6740 brook falls cir,Stockton,San-Joaquin-County,Ca,95219,589000.0,32.0,64.0,4.0,3.0,2311.0,Single family residential,2000.0,Active
2955 volpi dr,Stockton,San-Joaquin-County,Ca,95206,400000.0,1.0,28.0,3.0,2.0,1128.0,Single family residential,1996.0,Active
2337 e alpine ave,Stockton,San-Joaquin-County,Ca,95205,270000.0,56.0,69.0,2.0,1.0,770.0,Single family residential,1941.0,Active
2226 piccardo cir,Stockton,San-Joaquin-County,Ca,95207,364000.0,63.0,72.0,3.0,2.0,1451.0,Condo,1984.0,Active
12939 castle rd,Manteca,San-Joaquin-County,Ca,95336,1250000.0,2.0,29.0,3.0,2.5,2032.0,Single family residential,1972.0,Pending - bring backup
513 e barrymore st,Stockton,San-Joaquin-County,Ca,95204,353950.0,40.0,58.0,2.0,1.0,804.0,Single family residential,1947.0,Active
2217 hayden brook dr,Stockton,San-Joaquin-County,Ca,95212,529000.0,12.0,56.0,4.0,2.5,1899.0,Single family residential,2011.0,Active
19 rio vis,Lodi,San-Joaquin-County,Ca,95240,119900.0,22.0,43.0,2.0,2.0,1040.0,Mobile/manufactured home,1978.0,Active
1817 rutledge way way,Stockton,San-Joaquin-County,Ca,95207,369000.0,46.0,43.0,2.0,1.0,898.0,Single family residential,1952.0,Active
2151 e myrtle st,Stockton,San-Joaquin-County,Ca,95205,239900.0,58.0,55.0,2.0,1.0,720.0,Single family residential,1955.0,Active
1521 e seventh st,Stockton,San-Joaquin-County,Ca,95206,355000.0,47.0,44.0,3.0,1.0,1261.0,Single family residential,1947.0,Active
1892 caleb cir,Stockton,San-Joaquin-County,Ca,95210,519000.0,63.0,59.0,3.0,2.5,2076.0,Single family residential,2006.0,Active
324 e alameda st,Manteca,San-Joaquin-County,Ca,95336,537000.0,82.0,59.0,3.0,1.0,1064.0,Single family residential,1953.0,Active
1228 heidelberg way,Lodi,San-Joaquin-County,Ca,95242,849999.0,63.0,51.0,2.0,3.0,2607.0,Single family residential,2002.0,Active
2220 s stunham ln,Mountain house,San-Joaquin-County,Ca,95391,885500.0,0.0,25.0,3.0,2.5,1893.0,Single family residential,2022.0,Pending
323 s anthony ave,Stockton,San-Joaquin-County,Ca,95215,349000.0,37.0,43.0,3.0,1.0,1100.0,Single family residential,1963.0,Active
311 e lodi ave,Lodi,San-Joaquin-County,Ca,95240,325000.0,90.0,67.0,2.0,1.0,952.0,Single family residential,1900.0,Active
8527 macduff ct,Stockton,San-Joaquin-County,Ca,95209,645000.0,59.0,51.0,5.0,3.0,2984.0,Single family residential,1968.0,Active
1858 middlefield ave,Stockton,San-Joaquin-County,Ca,95204,334500.0,70.0,48.0,2.0,1.0,1026.0,Single family residential,1946.0,Active
5690 w california ave,Tracy,San-Joaquin-County,Ca,95304,1299900.0,6.0,27.0,4.0,2.0,2936.0,Single family residential,1990.0,Active
1230 n sutter st,Stockton,San-Joaquin-County,Ca,95202,485950.0,77.0,74.0,4.0,1.5,2591.0,Single family residential,1902.0,Active
9149 connie ave,Stockton,San-Joaquin-County,Ca,95209,735000.0,65.0,57.0,3.0,3.0,2956.0,Single family residential,1956.0,Active
373 horton ave,Stockton,San-Joaquin-County,Ca,95206,550000.0,37.0,41.0,4.0,2.5,2007.0,Single family residential,2022.0,Pending
1801 cornwall ct,Lathrop,San-Joaquin-County,Ca,95330,899900.0,3.0,26.0,5.0,4.5,3131.0,Single family residential,2017.0,Active
1887 chur ct,Manteca,San-Joaquin-County,Ca,95337,699000.0,11.0,32.0,5.0,3.0,2836.0,Single family residence,2000.0,Active
2301 autumn ln,Escalon,San-Joaquin-County,Ca,95320,535000.0,50.0,39.0,4.0,2.0,1846.0,Single family residential,1988.0,Active
1851 knickerbocker dr,Stockton,San-Joaquin-County,Ca,95210,360000.0,79.0,65.0,3.0,2.0,1158.0,Single family residential,1977.0,Active
9018 e handel rd,Lodi,San-Joaquin-County,Ca,95240,1275000.0,0.0,25.0,3.0,2.0,2054.0,Single family residential,1953.0,Active
1179 w walnut st,Stockton,San-Joaquin-County,Ca,95203,649950.0,46.0,48.0,2.0,2.5,2265.0,Single family residential,1972.0,Active
13268 christie falls way,Lathrop,San-Joaquin-County,Ca,95330,725000.0,4.0,31.0,4.0,3.0,2629.0,Single family residential,2003.0,Active
28102 n thornton rd,Thornton,San-Joaquin-County,Ca,95632,2200000.0,0.0,35.0,2.0,1.0,658.0,Multi-family (2-4 unit),1955.0,Active
4267 aplicella ct,Manteca,San-Joaquin-County,Ca,95337,965000.0,6.0,28.0,4.0,3.0,2876.0,Single family residential,2013.0,Active
2324 canal dr,Stockton,San-Joaquin-County,Ca,95204,595000.0,24.0,35.0,4.0,3.0,2100.0,Single family residential,1963.0,Active
5100 n highway 99 #8,Stockton,San-Joaquin-County,Ca,95212,129000.0,15.0,27.0,3.0,2.0,1560.0,Mobile/manufactured home,1973.0,Active
1428 carlton ave,Stockton,San-Joaquin-County,Ca,95203,275000.0,32.0,41.0,2.0,1.0,917.0,Single family residential,1949.0,Active
238 n sherman ave,Manteca,San-Joaquin-County,Ca,95336,605000.0,84.0,67.0,2.0,1.0,1019.0,Single family residential,1943.0,Active
2505 jackson ave #140,Escalon,San-Joaquin-County,Ca,95320,79999.0,59.0,42.0,2.0,2.0,1120.0,Mobile/manufactured home,1968.0,Active
17076 seidner ave,Escalon,San-Joaquin-County,Ca,95320,1100000.0,0.0,25.0,4.0,2.5,2541.0,Multi-family (2-4 unit),1964.0,Active
1329 mitchell ave,Escalon,San-Joaquin-County,Ca,95320,324900.0,74.0,53.0,3.0,1.0,1094.0,Single family residence,1955.0,Active
95 w jalisco st,Mountain house,San-Joaquin-County,Ca,95391,569000.0,5.0,33.0,3.0,2.5,1452.0,Condo,2006.0,Active
718 bedlow dr,Stockton,San-Joaquin-County,Ca,95210,505000.0,57.0,92.0,6.0,3.0,2787.0,Multi-family (2-4 unit),1973.0,Active
300 eden st,Lodi,San-Joaquin-County,Ca,95240,362000.0,85.0,60.0,2.0,1.0,1115.0,Single family residential,1944.0,Active
1830 yosemite ave #72,Manteca,San-Joaquin-County,Ca,95336,45000.0,63.0,44.0,2.0,1.0,720.0,Mobile/manufactured home,1973.0,Active
3834 e washington st,Stockton,San-Joaquin-County,Ca,95215,450000.0,27.0,49.0,3.0,4.0,1587.0,Single family residential,2019.0,Active
2154 coley ave,Escalon,San-Joaquin-County,Ca,95320,419900.0,68.0,46.0,2.0,1.0,1003.0,Single family residential,1947.0,Active
2505 jackson ave #187,Escalon,San-Joaquin-County,Ca,95320,109950.0,59.0,42.0,2.0,2.0,1500.0,Mobile/manufactured home,1977.0,Active
3053 artistry st,Lodi,San-Joaquin-County,Ca,95242,839000.0,16.0,36.0,5.0,4.5,3311.0,Single family residential,2017.0,Active
10740 rovigo way,Stockton,San-Joaquin-County,Ca,95209,525000.0,1.0,38.0,3.0,2.5,1790.0,Single family residential,2020.0,Active
1772 le bec ct,Lodi,San-Joaquin-County,Ca,95240,519900.0,26.0,51.0,3.0,2.0,1991.0,Single family residential,1979.0,Active
136 e wyandotte st,Stockton,San-Joaquin-County,Ca,95204,325000.0,79.0,63.0,2.0,1.0,1621.0,Single family residential,1949.0,Active
27445 n new hope rd,Thornton,San-Joaquin-County,Ca,95686,1100000.0,30.0,42.0,3.0,2.0,2035.0,Multi-family (2-4 unit),1948.0,Active
10259 mono ct,Stockton,San-Joaquin-County,Ca,95219,519900.0,20.0,59.0,3.0,2.0,1627.0,Single family residential,2003.0,Active
14221 bluff dr,Lockeford,San-Joaquin-County,Ca,95237,989900.0,20.0,34.0,5.0,3.5,3027.0,Single family residential,2003.0,Active
319 w park st,Stockton,San-Joaquin-County,Ca,95203,360000.0,81.0,68.0,3.0,1.0,1272.0,Single family residential,1921.0,Active
1830 e yosemite ave #247,Manteca,San-Joaquin-County,Ca,95336,84999.0,63.0,44.0,2.0,2.0,1152.0,Mobile/manufactured home,1980.0,Active
2530 de ovan,Stockton,San-Joaquin-County,Ca,95204,375000.0,50.0,59.0,3.0,1.0,1064.0,Single family residential,1954.0,Active
4520 saint andrews dr,Stockton,San-Joaquin-County,Ca,95219,1375000.0,4.0,33.0,3.0,2.5,3290.0,Single family residential,1997.0,Active
2955 juliet rd,Stockton,San-Joaquin-County,Ca,95205,1000000.0,38.0,43.0,2.0,2.0,1176.0,Multi-family (2-4 unit),1949.0,Active
639 e hazelton ave,Stockton,San-Joaquin-County,Ca,95203,329900.0,70.0,58.0,2.0,1.0,952.0,Single family residential,1963.0,Active
1830 e yosemite ave #124,Manteca,San-Joaquin-County,Ca,95336,139000.0,74.0,0.0,3.0,2.0,1500.0,Mobile/manufactured home,1973.0,Active
29266 dry creek rd,Galt,San-Joaquin-County,Ca,95632,1999000.0,0.0,25.0,2.0,2.5,2304.0,Multi-family (2-4 unit),2008.0,Active
6634 embarcadero dr,Stockton,San-Joaquin-County,Ca,95219,385000.0,33.0,42.0,2.0,2.5,1428.0,Condo,1979.0,Active
140 w lowell ave,Tracy,San-Joaquin-County,Ca,95376,410000.0,71.0,55.0,3.0,1.0,753.0,Single family residential,1939.0,Active
523 s olive ave,Stockton,San-Joaquin-County,Ca,95215,420000.0,34.0,51.0,3.0,2.0,1704.0,Single family residential,1941.0,Active
15811 prescott rd,Manteca,San-Joaquin-County,Ca,95336,950000.0,5.0,28.0,3.0,2.0,2701.0,Single family residential,1987.0,Active
4399 aplicella #47 ct,Manteca,San-Joaquin-County,Ca,95337,149900.0,2.0,28.0,2.0,2.0,1349.0,Mobile/manufactured home,1977.0,Active
121 rose ln,Manteca,San-Joaquin-County,Ca,95337,489999.0,87.0,68.0,2.0,1.0,700.0,Single family residential,1932.0,Active
2505 jackson ave #106,Escalon,San-Joaquin-County,Ca,95320,39000.0,59.0,42.0,2.0,2.0,1248.0,Mobile/manufactured home,1970.0,Active
5190 e weber ave,Stockton,San-Joaquin-County,Ca,95215,259900.0,30.0,44.0,2.0,1.0,1204.0,Single family residential,1972.0,Active
428 e lodi ave,Lodi,San-Joaquin-County,Ca,95240,649999.0,87.0,67.0,6.0,3.0,2750.0,Multi-family (2-4 unit),1920.0,Active
2378 e sonora st,Stockton,San-Joaquin-County,Ca,95205,279950.0,72.0,58.0,2.0,1.5,798.0,Single family residential,1980.0,Active
3301 clement ave,Stockton,San-Joaquin-County,Ca,95204,410000.0,19.0,38.0,4.0,2.0,1282.0,Single family residential,1973.0,Pending
2505 jackson ave #152,Escalon,San-Joaquin-County,Ca,95320,52950.0,59.0,42.0,2.0,1.0,800.0,Mobile/manufactured home,1971.0,Active
12912 n tully rd,Lodi,San-Joaquin-County,Ca,95240,1275000.0,2.0,26.0,2.0,2.0,2339.0,Single family residential,1969.0,Active
4 s orange ave,Lodi,San-Joaquin-County,Ca,95240,899999.0,76.0,65.0,4.0,3.0,3495.0,Single family residential,1946.0,Active
5830 turtle valley dr,Stockton,San-Joaquin-County,Ca,95207,525000.0,9.0,50.0,3.0,2.0,1581.0,Single family residential,1984.0,Active
8360 reims ave,Stockton,San-Joaquin-County,Ca,95209,385000.0,55.0,47.0,3.0,2.0,1439.0,Single family residential,1976.0,Active
